RepID,ManagerID,Segment,Region,TenureMonths,Certified,AvgDealSize,Opportunities,Wins,RawWinRate,TrueWinRate,ExposureMonths,OutboundMeetings,RawMeetingsPerMonth,TrueMeetingsPerMonth,MeanDiscountPct,DiscountSD,TrueMeanDiscountPct,Losses,LossCompetitor,LossNoDecision,LossBudget,LossTiming,TrueLossCompetitor,TrueLossNoDecision,TrueLossBudget,TrueLossTiming
R-1538,M-245,Enterprise,North America,24.4,No,156100,41,5,0.122,0.1636,24.0,70,2.9167,2.5717,10.5309,8.4129,11.541,36,11,16,2,7,0.4253,0.3655,0.0714,0.1378
R-1539,M-245,Enterprise,North America,18.3,No,129200,20,4,0.2,0.1946,18.3,39,2.1311,1.8607,14.4139,10.7182,12.9473,16,11,4,0,1,0.5877,0.2611,0.0021,0.1492
R-1540,M-245,Enterprise,North America,21.4,No,193200,18,4,0.2222,0.2797,21.4,45,2.1028,2.0221,12.0468,9.9694,9.133,14,7,5,1,1,0.4969,0.2794,0.1765,0.0473
R-1541,M-246,Enterprise,EMEA,7.0,Yes,218900,7,2,0.2857,0.308,7.0,12,1.7143,2.2308,9.1982,7.5204,9.4698,5,0,5,0,0,0.2454,0.5904,0.0904,0.0738
R-1542,M-246,Enterprise,EMEA,12.4,Yes,195900,21,4,0.1905,0.382,12.4,15,1.2097,1.5481,13.0764,9.148,9.5791,17,9,4,3,1,0.617,0.202,0.0589,0.1221
R-1543,M-246,Enterprise,EMEA,7.9,No,148100,12,0,0.0,0.1701,7.9,19,2.4051,1.6593,17.2188,9.9169,12.3514,12,4,2,0,6,0.3564,0.3833,0.1185,0.1419
R-1544,M-246,Enterprise,EMEA,6.5,No,241800,4,0,0.0,0.208,6.5,8,1.2308,1.4254,10.7651,8.2818,12.743,4,2,1,1,0,0.3461,0.3929,0.1752,0.0858
R-1545,M-246,Enterprise,EMEA,28.4,No,165800,27,4,0.1481,0.1556,24.0,32,1.3333,1.419,13.9465,10.5875,12.3726,23,8,7,5,3,0.4622,0.2838,0.1392,0.1147
R-1546,M-246,Enterprise,EMEA,18.5,No,188100,17,3,0.1765,0.2732,18.5,54,2.9189,3.2303,12.8827,9.9922,12.9261,14,7,3,2,2,0.503,0.2106,0.1306,0.1558
R-1547,M-246,Enterprise,EMEA,45.6,Yes,184800,42,13,0.3095,0.3143,24.0,42,1.75,1.8815,12.615,10.4741,13.4026,29,4,13,6,6,0.243,0.3701,0.2071,0.1799
R-1548,M-246,Enterprise,EMEA,34.6,No,153200,27,7,0.2593,0.2534,24.0,59,2.4583,2.4735,8.8329,9.4662,8.024,20,11,4,0,5,0.3977,0.3174,0.1102,0.1747
R-1549,M-246,Enterprise,EMEA,15.1,No,169000,19,1,0.0526,0.2,15.1,36,2.3841,2.5958,17.0741,9.8599,13.6472,18,7,3,0,8,0.4331,0.2675,0.0169,0.2826
R-1550,M-247,SMB,North America,25.1,No,10700,109,29,0.2661,0.2435,24.0,133,5.5417,6.3011,10.0421,9.3443,7.1581,80,25,13,26,16,0.307,0.208,0.3192,0.1659
R-1551,M-247,SMB,North America,52.9,No,12000,145,43,0.2966,0.2781,24.0,190,7.9167,7.6362,10.4216,8.6338,8.3632,102,23,35,37,7,0.3102,0.2163,0.3775,0.0959
R-1552,M-247,SMB,North America,21.3,No,7500,71,12,0.169,0.2223,21.3,144,6.7606,6.3009,14.0299,9.6148,14.3949,59,13,28,12,6,0.3708,0.3998,0.1786,0.0508
R-1553,M-247,SMB,North America,20.5,Yes,10200,190,68,0.3579,0.3899,20.5,123,6.0,5.4902,10.837,9.2399,9.5004,122,3,49,39,31,0.0412,0.4226,0.2897,0.2466
R-1554,M-247,SMB,North America,47.3,No,11000,188,53,0.2819,0.3137,24.0,103,4.2917,4.152,12.7612,10.0544,10.0126,135,15,71,20,29,0.1271,0.5132,0.1523,0.2074
R-1555,M-247,SMB,North America,27.9,Yes,7800,178,46,0.2584,0.2616,24.0,194,8.0833,8.0325,16.0221,11.4193,13.3722,132,20,62,36,14,0.1554,0.4734,0.2716,0.0995
R-1556,M-247,SMB,North America,42.1,No,9200,136,49,0.3603,0.3652,24.0,162,6.75,7.4942,14.1304,9.551,14.1449,87,8,10,59,10,0.1311,0.1214,0.6429,0.1046
R-1557,M-247,SMB,North America,19.1,No,10400,230,49,0.213,0.2338,19.1,90,4.712,5.7711,10.3002,9.4202,9.3926,181,28,47,91,15,0.1891,0.2521,0.4428,0.1159
R-1558,M-247,SMB,North America,13.6,No,10400,107,21,0.1963,0.2184,13.6,64,4.7059,4.6392,12.6424,9.7984,10.3115,86,5,41,37,3,0.0923,0.4599,0.4071,0.0407
R-1559,M-247,SMB,North America,17.9,No,7900,127,21,0.1654,0.1687,17.9,96,5.3631,5.6658,13.6784,8.8516,14.1314,106,49,38,13,6,0.4674,0.3113,0.1222,0.099
R-1560,M-247,SMB,North America,11.5,No,12300,89,16,0.1798,0.1963,11.5,73,6.3478,5.8513,11.5303,9.3458,9.4791,73,22,9,22,20,0.333,0.088,0.3323,0.2467
R-1561,M-247,SMB,North America,32.2,Yes,9700,220,85,0.3864,0.3865,24.0,131,5.4583,5.6344,13.5914,10.4159,12.6025,135,35,58,36,6,0.2264,0.4389,0.2969,0.0379
R-1562,M-247,SMB,North America,48.8,Yes,10000,125,59,0.472,0.3938,24.0,146,6.0833,5.586,14.399,11.631,13.6467,66,11,21,33,1,0.1923,0.3587,0.4193,0.0298
R-1563,M-247,SMB,North America,8.9,No,9700,66,18,0.2727,0.2824,8.9,46,5.1685,4.901,11.4606,8.808,9.2665,48,17,17,12,2,0.4117,0.2759,0.2379,0.0745
R-1564,M-247,SMB,North America,5.9,Yes,8900,23,8,0.3478,0.4312,5.9,35,5.9322,5.505,7.9619,7.1343,10.7067,15,1,10,3,1,0.1138,0.6294,0.1842,0.0726
R-1565,M-247,SMB,North America,10.8,No,12100,96,37,0.3854,0.2687,10.8,51,4.7222,5.3731,9.6624,8.6137,8.0303,59,17,9,20,13,0.4042,0.1723,0.2966,0.1269
R-1566,M-248,Enterprise,APAC,8.3,No,211100,10,3,0.3,0.3034,8.3,19,2.2892,2.1497,21.3148,9.7641,15.5007,7,3,2,1,1,0.5599,0.251,0.0984,0.0907
R-1567,M-248,Enterprise,APAC,3.2,No,220100,3,2,0.6667,0.5054,3.2,3,0.9375,1.6636,4.4932,4.836,9.23,1,0,0,1,0,0.3044,0.1647,0.3349,0.196
R-1568,M-248,Enterprise,APAC,20.0,Yes,184000,27,7,0.2593,0.3585,20.0,76,3.8,3.0809,15.6715,8.288,13.6576,20,12,4,3,1,0.6535,0.1075,0.1684,0.0706
R-1569,M-248,Enterprise,APAC,23.5,Yes,120300,33,16,0.4848,0.4138,23.5,53,2.2553,2.4395,13.2437,10.8437,11.6891,17,9,7,1,0,0.4415,0.3309,0.1351,0.0925
R-1570,M-248,Enterprise,APAC,73.3,Yes,157400,18,5,0.2778,0.3585,24.0,81,3.375,3.036,6.2882,5.4757,10.9625,13,6,5,1,1,0.3138,0.4638,0.026,0.1964
R-1571,M-248,Enterprise,APAC,18.3,No,253000,16,3,0.1875,0.2359,18.3,69,3.7705,4.0065,13.3341,11.7635,15.1533,13,11,0,1,1,0.5684,0.3894,0.0128,0.0293
R-1572,M-248,Enterprise,APAC,23.3,Yes,167100,40,17,0.425,0.3582,23.3,91,3.9056,4.0611,14.7622,12.0489,14.1951,23,7,7,4,5,0.2248,0.3246,0.1887,0.2619
R-1573,M-248,Enterprise,APAC,51.2,Yes,211600,13,6,0.4615,0.3604,24.0,73,3.0417,3.3041,10.4298,8.6818,8.2936,7,3,2,2,0,0.353,0.3334,0.195,0.1186
R-1574,M-248,Enterprise,APAC,14.2,No,189600,15,5,0.3333,0.3085,14.2,18,1.2676,1.7217,10.9922,10.3275,13.915,10,8,2,0,0,0.6378,0.3063,0.0447,0.0112
R-1575,M-248,Enterprise,APAC,17.4,No,186300,16,2,0.125,0.2238,17.4,67,3.8506,3.3138,10.531,10.2129,10.8619,14,5,9,0,0,0.4649,0.3443,0.0933,0.0975
R-1576,M-249,SMB,North America,19.4,Yes,6200,183,59,0.3224,0.336,19.4,119,6.134,6.3828,9.256,8.9379,7.3975,124,21,27,25,51,0.2397,0.2039,0.1949,0.3616
R-1577,M-249,SMB,North America,35.4,No,9300,214,28,0.1308,0.1682,24.0,184,7.6667,7.6199,13.5186,9.8365,12.626,186,27,31,56,72,0.1261,0.1654,0.3394,0.3691
R-1578,M-249,SMB,North America,16.0,Yes,7800,78,21,0.2692,0.1522,16.0,67,4.1875,4.2896,14.3961,9.6486,13.4809,57,8,15,26,8,0.2044,0.2752,0.3983,0.1221
R-1579,M-249,SMB,North America,10.6,No,9900,91,23,0.2527,0.225,10.6,58,5.4717,5.4113,14.3551,10.4749,15.4868,68,17,34,8,9,0.1927,0.5359,0.1432,0.1282
R-1580,M-249,SMB,North America,38.4,Yes,8400,191,69,0.3613,0.3384,24.0,145,6.0417,6.2906,15.3049,9.7572,14.0664,122,48,49,18,7,0.3476,0.4161,0.1834,0.0528
R-1581,M-249,SMB,North America,13.1,No,7400,86,19,0.2209,0.2865,13.1,81,6.1832,6.6424,12.3339,9.7041,11.0391,67,7,19,20,21,0.1676,0.2157,0.2475,0.3693
R-1582,M-249,SMB,North America,7.5,No,12000,50,13,0.26,0.1888,7.5,62,8.2667,7.1165,14.2228,10.2802,14.1186,37,2,16,16,3,0.0967,0.4659,0.3203,0.1171
R-1583,M-250,Enterprise,APAC,26.8,Yes,212800,26,13,0.5,0.3571,24.0,43,1.7917,1.7646,16.5469,8.8989,17.6274,13,8,2,0,3,0.4893,0.2063,0.0548,0.2496
R-1584,M-250,Enterprise,APAC,1.1,Yes,221400,3,1,0.3333,0.3106,1.1,2,1.8182,1.2659,15.3434,2.2429,11.4913,2,0,0,0,2,0.4202,0.2737,0.0363,0.2697
R-1585,M-250,Enterprise,APAC,72.7,Yes,169900,27,7,0.2593,0.2042,24.0,67,2.7917,2.538,14.5055,12.0412,10.784,20,13,3,1,3,0.5647,0.179,0.074,0.1822
R-1586,M-250,Enterprise,APAC,22.0,Yes,198300,28,6,0.2143,0.2753,22.0,35,1.5909,1.7964,14.8771,10.8312,14.7396,22,5,12,5,0,0.2809,0.4942,0.101,0.1239
R-1587,M-250,Enterprise,APAC,23.0,No,212000,31,2,0.0645,0.1056,23.0,68,2.9565,2.481,16.651,8.1286,16.5933,29,11,11,6,1,0.3865,0.4106,0.1434,0.0595
R-1588,M-250,Enterprise,APAC,21.7,Yes,160800,22,1,0.0455,0.1756,21.7,83,3.8249,3.4422,11.9675,9.1663,11.2968,21,12,8,1,0,0.3917,0.5162,0.0179,0.0743
R-1589,M-251,Mid-Market,EMEA,29.4,Yes,31400,121,39,0.3223,0.2866,24.0,72,3.0,3.0862,21.561,9.6009,19.356,82,24,36,13,9,0.4321,0.3682,0.1513,0.0484
R-1590,M-251,Mid-Market,EMEA,38.9,Yes,30900,91,20,0.2198,0.2231,24.0,102,4.25,4.4583,14.6945,9.4789,13.7261,71,18,28,11,14,0.2279,0.432,0.1637,0.1764
R-1591,M-251,Mid-Market,EMEA,16.8,Yes,26500,29,11,0.3793,0.3238,16.8,39,2.3214,2.1535,17.7084,6.4498,14.9425,18,7,8,1,2,0.4327,0.3662,0.0853,0.1159
R-1592,M-251,Mid-Market,EMEA,9.1,No,44200,36,10,0.2778,0.2663,9.1,32,3.5165,3.662,10.3683,8.4279,11.5869,26,7,18,1,0,0.4708,0.4578,0.0312,0.0401
R-1593,M-251,Mid-Market,EMEA,44.9,No,31200,76,33,0.4342,0.413,24.0,82,3.4167,3.5104,8.9387,8.5553,8.1793,43,2,12,15,14,0.0867,0.2505,0.4788,0.184
R-1594,M-251,Mid-Market,EMEA,9.6,No,49200,16,7,0.4375,0.2182,9.6,41,4.2708,3.734,11.6333,7.9772,15.1923,9,4,3,2,0,0.5298,0.2159,0.2488,0.0055
R-1595,M-251,Mid-Market,EMEA,70.0,Yes,38200,75,35,0.4667,0.3931,24.0,84,3.5,4.0403,14.4665,10.2409,13.3825,40,19,16,2,3,0.5298,0.3818,0.0468,0.0416
R-1596,M-251,Mid-Market,EMEA,15.6,No,19000,42,15,0.3571,0.2525,15.6,68,4.359,4.3729,17.8037,12.8489,15.2656,27,11,6,1,9,0.3264,0.2639,0.1849,0.2248
R-1597,M-251,Mid-Market,EMEA,13.2,Yes,39500,37,19,0.5135,0.3842,13.2,47,3.5606,3.1669,14.6918,9.8244,12.6539,18,11,6,1,0,0.393,0.382,0.0725,0.1525
R-1598,M-251,Mid-Market,EMEA,25.5,Yes,43800,98,33,0.3367,0.2959,24.0,109,4.5417,5.1562,11.9433,10.6604,9.4274,65,12,14,19,20,0.2203,0.1701,0.3019,0.3077
R-1599,M-251,Mid-Market,EMEA,7.2,Yes,46800,22,5,0.2273,0.3146,7.2,35,4.8611,3.7629,16.2984,13.2105,17.5207,17,4,4,3,6,0.3445,0.1515,0.1529,0.3511
R-1600,M-251,Mid-Market,EMEA,57.2,Yes,32100,78,38,0.4872,0.5229,24.0,81,3.375,3.9897,12.3982,10.5538,13.1978,40,9,11,15,5,0.3337,0.3046,0.1984,0.1633
R-1601,M-251,Mid-Market,EMEA,27.8,Yes,40400,91,49,0.5385,0.4336,24.0,133,5.5417,5.4656,14.5835,10.8435,13.3054,42,17,15,6,4,0.4647,0.2442,0.1845,0.1066
R-1602,M-251,Mid-Market,EMEA,11.5,No,29100,40,10,0.25,0.3441,11.5,36,3.1304,2.3976,10.8918,9.3912,11.1511,30,5,12,10,3,0.1825,0.3691,0.3863,0.0621
R-1603,M-251,Mid-Market,EMEA,68.9,Yes,39200,73,38,0.5205,0.5348,24.0,92,3.8333,4.2065,10.0346,9.8378,10.2995,35,17,11,7,0,0.5333,0.307,0.1537,0.006
R-1604,M-251,Mid-Market,EMEA,4.9,No,35400,11,1,0.0909,0.1923,4.9,14,2.8571,2.7238,11.9944,7.425,10.3623,10,5,3,0,2,0.3029,0.4881,0.1237,0.0853
R-1605,M-251,Mid-Market,EMEA,28.4,No,44600,65,17,0.2615,0.3642,24.0,125,5.2083,5.0828,17.985,10.2596,15.2371,48,15,7,8,18,0.2635,0.282,0.1321,0.3223
R-1606,M-252,SMB,APAC,11.6,No,7100,119,37,0.3109,0.2286,11.6,110,9.4828,8.5573,12.9497,10.4252,12.3845,82,27,24,20,11,0.3423,0.2443,0.1956,0.2178
R-1607,M-252,SMB,APAC,85.6,Yes,7200,150,83,0.5533,0.5855,24.0,92,3.8333,4.0978,20.217,10.5363,18.2962,67,9,27,13,18,0.1647,0.3916,0.2259,0.2177
R-1608,M-252,SMB,APAC,60.5,No,7100,204,99,0.4853,0.4464,24.0,208,8.6667,8.0674,12.2328,9.5486,11.7685,105,32,46,15,12,0.2502,0.4693,0.1579,0.1226
R-1609,M-252,SMB,APAC,40.8,Yes,9400,129,50,0.3876,0.4891,24.0,179,7.4583,8.191,14.5571,10.1767,16.5022,79,21,15,31,12,0.24,0.1317,0.3783,0.2501
R-1610,M-252,SMB,APAC,1.1,No,7500,4,0,0.0,0.3571,1.1,5,4.5455,4.9354,11.3053,5.8393,14.4329,4,0,1,0,3,0.1894,0.2278,0.1982,0.3846
R-1611,M-252,SMB,APAC,7.5,No,9300,34,12,0.3529,0.2458,7.5,84,11.2,11.417,15.1635,8.8397,14.3688,22,2,8,4,8,0.1108,0.3695,0.2657,0.254
R-1612,M-252,SMB,APAC,13.2,Yes,9000,94,38,0.4043,0.3067,13.2,70,5.303,4.6638,15.7542,10.229,16.8701,56,8,21,22,5,0.144,0.3892,0.3959,0.0709
R-1613,M-252,SMB,APAC,14.6,No,7500,97,13,0.134,0.1433,14.6,60,4.1096,4.3294,12.9835,11.183,13.4867,84,20,16,34,14,0.2402,0.1941,0.3812,0.1845
R-1614,M-252,SMB,APAC,14.4,Yes,11300,91,27,0.2967,0.3871,14.4,51,3.5417,4.1826,11.0212,10.1634,8.7611,64,2,30,21,11,0.0219,0.4589,0.3326,0.1867
R-1615,M-252,SMB,APAC,75.9,Yes,8700,204,105,0.5147,0.4905,24.0,114,4.75,4.8869,17.1514,10.0623,16.9431,99,29,38,26,6,0.3823,0.3671,0.2056,0.045
R-1616,M-252,SMB,APAC,18.4,No,11400,141,23,0.1631,0.2395,18.4,70,3.8043,3.7656,12.6972,9.1541,10.4949,118,29,27,44,18,0.2054,0.2225,0.3792,0.1929
R-1617,M-252,SMB,APAC,26.0,No,9400,180,46,0.2556,0.2404,24.0,62,2.5833,2.5679,11.2887,9.4345,9.7294,134,48,11,48,27,0.3476,0.1175,0.3797,0.1552
R-1618,M-252,SMB,APAC,15.3,No,9000,125,37,0.296,0.3023,15.3,88,5.7516,5.1725,11.1496,9.9795,11.1547,88,31,31,19,7,0.335,0.3571,0.1662,0.1417
R-1619,M-253,Enterprise,APAC,7.0,Yes,269600,6,1,0.1667,0.2464,7.0,13,1.8571,2.3149,9.4018,8.5178,12.4909,5,2,3,0,0,0.358,0.5328,0.0215,0.0877
R-1620,M-253,Enterprise,APAC,14.6,No,250000,23,5,0.2174,0.1509,14.6,36,2.4658,2.1187,10.8899,10.6394,9.2051,18,11,7,0,0,0.5717,0.3757,0.0036,0.049
R-1621,M-253,Enterprise,APAC,66.0,Yes,227300,35,7,0.2,0.2395,24.0,68,2.8333,3.1064,11.9814,10.0952,12.76,28,19,8,1,0,0.4597,0.3466,0.1015,0.0922
R-1622,M-253,Enterprise,APAC,17.6,No,221100,24,2,0.0833,0.0631,17.6,51,2.8977,3.1537,12.7271,11.9134,13.75,22,5,10,4,3,0.2442,0.3277,0.2532,0.1749
R-1623,M-253,Enterprise,APAC,29.8,Yes,195700,23,2,0.087,0.0744,24.0,67,2.7917,2.2723,14.4943,8.3885,11.617,21,7,13,0,1,0.4741,0.4531,0.0294,0.0435
R-1624,M-253,Enterprise,APAC,13.3,No,207500,20,1,0.05,0.097,13.3,29,2.1805,2.0243,17.6819,12.1974,11.4195,19,11,4,1,3,0.5961,0.137,0.1034,0.1635
R-1625,M-253,Enterprise,APAC,33.2,No,151200,19,4,0.2105,0.1801,24.0,48,2.0,1.8352,8.05,7.4552,14.0955,15,6,6,2,1,0.3106,0.345,0.1356,0.2088
R-1626,M-253,Enterprise,APAC,9.7,No,151500,11,3,0.2727,0.1108,9.7,37,3.8144,3.2383,12.3688,7.5595,10.3964,8,1,5,2,0,0.2245,0.3432,0.3489,0.0834
R-1627,M-253,Enterprise,APAC,3.1,No,171400,3,0,0.0,0.0348,3.1,4,1.2903,2.2598,16.1756,4.0798,13.0085,3,0,3,0,0,0.2184,0.612,0.0615,0.1081
R-1628,M-254,SMB,EMEA,35.9,No,7900,161,43,0.2671,0.3389,24.0,203,8.4583,8.8117,16.5841,9.824,16.281,118,21,43,23,31,0.1553,0.3714,0.2341,0.2391
R-1629,M-254,SMB,EMEA,18.3,Yes,9700,143,68,0.4755,0.464,18.3,138,7.541,7.5601,13.999,9.9456,13.1726,75,15,23,30,7,0.1916,0.3468,0.3418,0.1199
R-1630,M-254,SMB,EMEA,7.9,No,9400,44,16,0.3636,0.2619,7.9,54,6.8354,7.6195,14.9636,9.8782,14.6269,28,4,9,13,2,0.0883,0.3115,0.5519,0.0483
R-1631,M-254,SMB,EMEA,17.9,No,5800,107,42,0.3925,0.4026,17.9,109,6.0894,6.2615,10.8549,9.1181,11.7062,65,2,30,30,3,0.0638,0.4571,0.4067,0.0724
R-1632,M-254,SMB,EMEA,38.4,No,8800,198,88,0.4444,0.4491,24.0,107,4.4583,4.8662,18.9299,10.2677,18.2006,110,26,50,25,9,0.2044,0.5059,0.2224,0.0673
R-1633,M-254,SMB,EMEA,40.5,No,7900,161,24,0.1491,0.1904,24.0,99,4.125,4.4214,12.8306,9.5085,11.7341,137,7,56,48,26,0.0755,0.3827,0.2995,0.2423
R-1634,M-254,SMB,EMEA,4.9,Yes,10300,26,9,0.3462,0.2826,4.9,19,3.8776,4.3273,17.4517,9.0938,16.0244,17,5,4,5,3,0.2268,0.4292,0.193,0.151
R-1635,M-254,SMB,EMEA,40.7,Yes,11100,160,42,0.2625,0.277,24.0,190,7.9167,8.7261,10.1432,8.561,8.2142,118,48,36,19,15,0.3215,0.3478,0.1685,0.1622
R-1636,M-254,SMB,EMEA,15.3,No,13100,150,50,0.3333,0.3019,15.3,98,6.4052,5.8143,11.3785,9.6916,8.5649,100,2,55,28,15,0.0443,0.5425,0.234,0.1792
R-1637,M-254,SMB,EMEA,3.8,Yes,8400,15,5,0.3333,0.3539,3.8,21,5.5263,7.1345,13.9643,9.1661,14.0797,10,6,1,1,2,0.4828,0.1563,0.0979,0.263
R-1638,M-254,SMB,EMEA,27.3,No,10000,223,78,0.3498,0.3012,24.0,171,7.125,7.1127,11.0703,9.569,10.2439,145,42,31,34,38,0.2419,0.2871,0.1925,0.2785
R-1639,M-254,SMB,EMEA,19.0,No,9100,159,52,0.327,0.2759,19.0,179,9.4211,10.3881,13.4946,10.2273,14.0621,107,11,42,43,11,0.1667,0.3504,0.3702,0.1127
R-1640,M-254,SMB,EMEA,3.9,Yes,9200,17,7,0.4118,0.2832,3.9,19,4.8718,4.8311,10.2464,9.7045,10.7294,10,0,8,1,1,0.052,0.6725,0.143,0.1325
R-1641,M-254,SMB,EMEA,5.8,No,7300,27,7,0.2593,0.3225,5.8,37,6.3793,7.3132,10.5909,9.2121,11.2461,20,6,6,7,1,0.2691,0.3332,0.362,0.0357
R-1642,M-254,SMB,EMEA,9.2,No,9500,70,25,0.3571,0.2542,9.2,63,6.8478,6.9136,15.9477,11.6395,16.3837,45,6,16,13,10,0.2651,0.3302,0.17,0.2347
R-1643,M-254,SMB,EMEA,21.9,No,10200,212,50,0.2358,0.235,21.9,110,5.0228,5.1921,16.0798,10.5294,15.0929,162,72,53,35,2,0.4413,0.3254,0.2226,0.0107
R-1644,M-255,Mid-Market,APAC,57.5,No,43900,65,23,0.3538,0.2311,24.0,84,3.5,3.3817,16.3499,11.339,15.1164,42,14,14,13,1,0.232,0.4225,0.3196,0.0259
R-1645,M-255,Mid-Market,APAC,25.6,No,35500,78,10,0.1282,0.171,24.0,101,4.2083,4.5778,12.8822,10.2517,12.3416,68,16,37,5,10,0.1973,0.5385,0.0531,0.2111
R-1646,M-255,Mid-Market,APAC,17.2,No,48400,47,14,0.2979,0.2533,17.2,36,2.093,3.2886,13.4539,8.8964,12.4408,33,2,4,19,8,0.1729,0.1616,0.5213,0.1443
R-1647,M-255,Mid-Market,APAC,14.4,Yes,47700,35,13,0.3714,0.2613,14.4,48,3.3333,3.6651,12.1833,9.6958,11.3885,22,7,6,7,2,0.5118,0.1528,0.2285,0.1068
R-1648,M-255,Mid-Market,APAC,46.2,Yes,47000,66,24,0.3636,0.345,24.0,102,4.25,4.683,11.2356,9.1461,9.2929,42,16,19,6,1,0.2785,0.5628,0.0951,0.0636
R-1649,M-255,Mid-Market,APAC,39.1,Yes,52300,48,25,0.5208,0.4495,24.0,67,2.7917,2.7494,11.8525,8.6331,12.2754,23,7,5,4,7,0.3826,0.2483,0.0855,0.2835
R-1650,M-255,Mid-Market,APAC,10.2,Yes,29000,18,3,0.1667,0.3379,10.2,40,3.9216,4.2688,11.9478,8.36,12.8112,15,8,2,4,1,0.3275,0.327,0.1912,0.1543
R-1651,M-255,Mid-Market,APAC,45.1,Yes,57000,87,23,0.2644,0.2583,24.0,124,5.1667,5.0875,16.2281,10.1723,16.2218,64,29,23,3,9,0.3585,0.3799,0.1035,0.1581
R-1652,M-255,Mid-Market,APAC,15.5,No,47600,75,13,0.1733,0.2712,15.5,62,4.0,4.9273,10.8308,8.5228,10.0485,62,17,12,25,8,0.336,0.2594,0.3094,0.0952
R-1653,M-255,Mid-Market,APAC,44.2,Yes,49200,90,33,0.3667,0.314,24.0,106,4.4167,4.9173,18.1655,10.0824,18.2888,57,16,29,6,6,0.2525,0.5925,0.0736,0.0814
R-1654,M-255,Mid-Market,APAC,59.2,No,46800,66,38,0.5758,0.5091,24.0,61,2.5417,2.3438,7.9831,7.5962,4.2736,28,14,3,8,3,0.5135,0.1013,0.2149,0.1703
R-1655,M-255,Mid-Market,APAC,29.4,Yes,36200,97,46,0.4742,0.4807,24.0,59,2.4583,2.5683,13.3294,9.8111,12.5163,51,12,30,4,5,0.3101,0.5595,0.0232,0.1072
R-1656,M-255,Mid-Market,APAC,5.9,No,51100,15,1,0.0667,0.0952,5.9,25,4.2373,4.3201,20.0314,9.5196,18.2435,14,4,2,7,1,0.3842,0.1239,0.3228,0.1691
R-1657,M-255,Mid-Market,APAC,75.4,No,47500,118,51,0.4322,0.3558,24.0,96,4.0,4.1154,15.8865,9.329,15.4923,67,23,21,23,0,0.2647,0.3913,0.3345,0.0095
R-1658,M-256,SMB,North America,8.9,No,9900,58,26,0.4483,0.3393,8.9,58,6.5169,5.4656,12.4089,9.7292,11.6921,32,4,11,15,2,0.2108,0.293,0.3676,0.1286
R-1659,M-256,SMB,North America,6.1,Yes,8700,17,8,0.4706,0.379,6.1,16,2.623,3.2192,8.7969,8.5636,9.0403,9,0,4,4,1,0.1118,0.3672,0.2784,0.2427
R-1660,M-256,SMB,North America,7.1,Yes,9100,42,10,0.2381,0.3662,7.1,33,4.6479,4.2082,11.3124,10.305,10.7365,32,5,15,8,4,0.2165,0.4691,0.2703,0.0441
R-1661,M-256,SMB,North America,29.7,No,9100,207,87,0.4203,0.4071,24.0,89,3.7083,3.6526,12.7348,10.0803,11.7378,120,45,24,19,32,0.3203,0.2541,0.1692,0.2564
R-1662,M-256,SMB,North America,25.3,Yes,11200,224,121,0.5402,0.547,24.0,132,5.5,5.5339,12.312,9.336,11.7592,103,3,34,54,12,0.0308,0.4056,0.4241,0.1395
R-1663,M-256,SMB,North America,5.0,Yes,8600,27,8,0.2963,0.3384,5.0,29,5.8,6.5047,8.2459,7.6027,10.2702,19,2,9,7,1,0.1087,0.5174,0.3403,0.0336
R-1664,M-257,Mid-Market,APAC,10.3,No,34500,40,7,0.175,0.1586,10.3,41,3.9806,4.7528,12.7336,9.4269,11.197,33,17,9,2,5,0.5093,0.2376,0.1247,0.1285
R-1665,M-257,Mid-Market,APAC,12.6,Yes,35900,56,16,0.2857,0.2842,12.6,50,3.9683,4.7253,17.4551,10.9402,16.1924,40,21,9,8,2,0.4166,0.2368,0.2769,0.0697
R-1666,M-257,Mid-Market,APAC,9.3,No,49400,24,4,0.1667,0.2002,9.3,33,3.5484,3.2611,10.162,7.2735,5.7328,20,1,9,8,2,0.1376,0.4118,0.334,0.1167
R-1667,M-257,Mid-Market,APAC,79.8,Yes,47800,60,41,0.6833,0.6449,24.0,79,3.2917,3.9112,10.2923,9.1855,6.0636,19,5,3,5,6,0.3207,0.1632,0.3532,0.1628
R-1668,M-257,Mid-Market,APAC,36.7,Yes,39800,90,39,0.4333,0.3001,24.0,185,7.7083,7.4086,12.5064,10.1118,12.0873,51,22,25,4,0,0.4214,0.3968,0.1518,0.0301
R-1669,M-257,Mid-Market,APAC,56.3,Yes,56500,79,26,0.3291,0.4269,24.0,146,6.0833,6.2742,7.24,6.5074,5.7114,53,9,19,17,8,0.2128,0.2959,0.3338,0.1575
R-1670,M-257,Mid-Market,APAC,33.9,Yes,39100,72,28,0.3889,0.3334,24.0,91,3.7917,4.1997,9.1178,7.9868,8.8052,44,9,30,1,4,0.1843,0.6778,0.0447,0.0933
R-1671,M-257,Mid-Market,APAC,6.7,Yes,47700,23,5,0.2174,0.1633,6.7,22,3.2836,3.7365,17.1888,10.2355,14.441,18,7,8,0,3,0.5375,0.3812,0.0428,0.0385
R-1672,M-257,Mid-Market,APAC,20.3,No,40900,67,4,0.0597,0.0844,20.3,70,3.4483,3.7967,12.2231,9.3921,14.0247,63,35,9,15,4,0.5608,0.2447,0.135,0.0595
